date,fin_balance,loan_balance,fin_buy,guarantee
2024-02-06,14053.17,596.22,572.49,233.7
2024-02-07,13921.52,516.76,601.04,238.7
2024-02-08,13751.7,459.42,659.21,245.8
2024-02-19,13906.24,449.42,794.82,249.56
2024-02-20,13966.89,449.88,654.64,249.7
2024-02-21,14021.89,439.4,902.98,251.0
2024-02-22,14079.75,440.01,734.25,254.2
2024-02-23,14126.98,434.96,819.29,256.7
2024-02-26,14213.96,434.38,884.99,256.7
2024-02-27,14324.63,443.9,955.61,261.3
2024-02-28,14356.59,429.93,1241.75,252.9
2024-02-29,14408.92,435.34,945.48,260.0
2024-03-01,14430.75,433.2,1018.02,262.0
2024-03-04,14528.03,433.38,1042.9,262.0
2024-03-05,14482.5,437.29,944.7,260.6
2024-03-06,14534.97,435.15,879.11,260.7
2024-03-07,14516.45,428.22,876.95,258.3
2024-03-08,14529.25,431.81,768.96,260.5
2024-03-11,14609.21,441.29,979.56,264.2
2024-03-12,14681.9,436.68,1092.38,264.6
2024-03-13,14751.98,430.8,1013.6,264.0
2024-03-14,14763.02,427.59,900.39,262.6
2024-03-15,14765.31,424.52,842.45,264.7
2024-03-18,14901.27,427.6,1140.41,267.7
2024-03-19,14938.03,424.13,995.73,265.5
2024-03-20,15006.95,424.34,925.36,266.2
2024-03-21,15062.77,425.69,983.8,265.6
2024-03-22,15041.84,419.11,974.56,262.3
2024-03-25,15034.55,415.83,859.3,258.1
2024-03-26,15024.53,414.56,765.36,257.8
2024-03-27,14984.85,405.36,683.07,252.2
2024-03-28,15020.97,411.86,792.24,256.0
2024-03-29,14964.08,415.21,728.32,258.0
2024-04-01,15037.9,422.59,931.64,262.3
2024-04-02,15052.46,424.96,816.28,261.1
2024-04-03,14986.17,424.68,742.51,259.7
2024-04-08,15036.13,426.36,770.86,255.9
2024-04-09,15042.86,432.99,624.96,257.6
2024-04-10,15010.96,430.23,648.75,253.7
2024-04-11,14995.69,421.6,640.61,254.1
2024-04-12,14958.49,409.39,647.46,252.5
2024-04-15,14932.55,409.31,756.82,251.8
2024-04-16,14858.44,390.53,686.51,244.4
2024-04-17,14905.87,406.04,741.33,252.4
2024-04-18,14928.88,404.9,795.4,252.3
2024-04-19,14883.43,398.32,712.3,250.5
2024-04-22,14889.14,398.2,648.66,248.9
2024-04-23,14858.96,396.26,588.69,247.9
2024-04-24,14859.2,398.43,641.58,251.1
2024-04-25,14853.51,395.3,624.05,251.4
2024-04-26,14819.27,390.42,948.49,256.8
2024-04-29,14875.97,391.38,1095.63,261.4
2024-04-30,14740.02,380.42,824.69,259.4
2024-05-06,14890.69,388.61,1015.51,262.5
2024-05-07,14920.3,391.17,842.63,263.1
2024-05-08,14958.47,389.52,735.55,259.9
2024-05-09,14962.66,398.69,778.46,263.1
2024-05-10,14946.83,393.13,766.74,261.5
2024-05-13,14965.6,391.06,746.53,259.5
2024-05-14,14981.17,395.19,687.42,260.0
2024-05-15,14964.71,392.44,680.35,257.5
2024-05-16,14991.05,392.43,739.43,257.9
2024-05-17,14945.7,396.01,766.77,261.0
2024-05-20,14973.94,395.15,885.93,261.9
2024-05-21,14988.19,393.76,683.77,259.6
2024-05-22,15009.2,396.75,736.02,260.2
2024-05-23,14986.9,392.83,725.47,255.9
2024-05-24,14920.73,381.78,627.71,253.3
2024-05-27,14920.75,384.55,612.94,255.8
2024-05-28,14922.99,384.05,597.2,253.6
2024-05-29,14917.12,387.94,569.18,254.5
2024-05-30,14907.73,388.21,596.78,253.4
2024-05-31,14883.04,381.87,547.87,253.8
2024-06-03,14869.61,380.12,642.03,252.0
2024-06-04,14834.01,384.44,565.84,253.0
2024-06-05,14823.08,380.7,548.62,250.9
2024-06-06,14761.62,367.59,672.0,247.5
2024-06-07,14697.46,341.56,550.63,248.3
2024-06-11,14744.14,336.41,586.58,249.0
2024-06-12,14761.55,338.57,564.83,250.1
2024-06-13,14769.5,338.84,625.32,249.3
2024-06-14,14728.42,336.21,631.87,249.8
2024-06-17,14759.52,330.46,603.54,249.5
2024-06-18,14789.67,328.36,646.44,251.5
2024-06-19,14788.6,327.29,589.28,249.7
2024-06-20,14760.08,325.69,595.6,246.1
2024-06-21,14708.7,325.93,471.94,245.8
2024-06-24,14652.03,316.53,518.57,241.0
2024-06-25,14589.08,309.27,483.9,240.0
2024-06-26,14589.3,319.21,521.65,245.0
2024-06-27,14555.31,314.06,457.53,241.4
2024-06-28,14493.15,315.76,552.19,242.5
2024-07-01,14490.99,320.13,540.94,244.4
2024-07-02,14499.48,320.4,496.95,243.4
2024-07-03,14489.7,319.55,445.56,242.2
2024-07-04,14424.09,317.07,437.62,239.0
2024-07-05,14374.71,318.94,434.44,240.3
2024-07-08,14327.7,314.53,428.63,236.6
2024-07-09,14323.54,318.43,596.51,241.1
2024-07-10,14302.52,318.55,544.2,240.5
2024-07-11,14331.37,317.66,680.97,245.4
2024-07-12,14284.04,309.72,556.49,244.7
2024-07-15,14265.03,302.77,464.41,243.3
2024-07-16,14261.26,302.28,538.47,244.5
2024-07-17,14210.64,296.69,539.57,243.5
2024-07-18,14163.38,295.14,532.68,244.4
2024-07-19,14107.86,292.03,539.38,244.9
2024-07-22,14144.91,279.08,553.21,244.8
2024-07-23,14118.4,260.55,524.84,239.5
2024-07-24,14093.2,255.96,457.18,237.1
2024-07-25,14091.39,251.28,454.69,237.1
2024-07-26,14059.5,248.08,468.24,239.7
2024-07-29,14079.97,240.78,462.87,239.3
2024-07-30,14084.54,233.94,471.94,239.7
2024-07-31,14137.07,232.48,793.1,247.2
2024-08-01,14159.89,222.08,656.18,246.1
2024-08-02,14118.34,212.18,582.72,243.2
2024-08-05,14063.55,200.63,615.0,238.7
2024-08-06,14080.25,194.45,532.02,241.2
2024-08-07,14077.64,189.78,456.92,240.9
2024-08-08,14062.96,184.21,469.87,240.6
2024-08-09,14044.82,175.29,423.82,239.1
2024-08-12,14031.47,167.01,350.3,238.0
2024-08-13,14041.42,162.44,362.6,239.4
2024-08-14,14049.56,154.01,358.93,237.4
2024-08-15,14028.88,148.67,453.03,239.8
2024-08-16,13999.05,143.01,434.64,239.2
2024-08-19,14000.8,137.15,434.82,239.5
2024-08-20,13983.13,132.82,417.19,236.2
2024-08-21,13965.38,129.37,361.17,235.2
2024-08-22,13906.93,125.38,393.03,233.0
2024-08-23,13851.77,122.69,347.49,233.5
2024-08-26,13849.7,121.98,375.01,234.9
2024-08-27,13813.53,119.26,360.68,232.4
2024-08-28,13797.28,115.92,353.99,232.9
2024-08-29,13804.62,114.65,472.07,235.0
2024-08-30,13814.26,113.97,699.48,239.5
2024-09-02,13828.76,111.08,526.34,234.8
2024-09-03,13824.18,111.89,422.46,236.6
2024-09-04,13810.87,110.89,414.12,235.5
2024-09-05,13806.58,108.61,397.86,236.7
2024-09-06,13753.87,106.47,415.49,234.1
2024-09-09,13758.66,105.56,378.82,232.9
2024-09-10,13759.5,106.07,396.96,233.4
2024-09-11,13741.23,104.79,362.89,233.2
2024-09-12,13729.44,102.74,387.06,232.8
2024-09-13,13642.95,99.19,357.95,230.8
2024-09-18,13630.79821352,98.56600988,360.39475027,230.6333
2024-09-19,13650.17675642,98.65120222,512.52151902,234.3992
2024-09-20,13614.23512542,97.21168213,422.69147268,233.8008
2024-09-23,13609.78238483,97.43609709,417.0588396,234.1355
2024-09-24,13626.60059081,97.35811276,836.95023986,243.9823
2024-09-25,13625.07158363,94.82311048,1005.95733471,247.0705
2024-09-26,13661.72164674,96.40209392,1079.86988329,256.3669
2024-09-27,13857.64063567,97.96669217,1518.08755814,268.9369
2024-09-30,14306.74421632,94.96097439,2847.1091088,288.5133
2024-10-08,15407.38242477,97.05303032,4141.30609031,299.8006
2024-10-09,15780.78692579,87.15863685,3314.37800098,275.3972
2024-10-10,15794.91846706,89.19661794,2112.27211479,273.8926
2024-10-11,15716.03419156,84.84564974,1534.98436139,265.7659
2024-10-14,15780.25390257,91.15822853,1547.02849093,272.7514
2024-10-15,15801.80757603,89.15648193,1565.8510544,267.0092
2024-10-16,15818.94417092,90.59834431,1272.91919738,266.9771
2024-10-17,15855.64488144,91.1821371,1430.51359749,265.6403
2024-10-18,16016.37590591,93.44487422,2251.46630167,273.7801
2024-10-21,16253.86001528,93.71751619,2393.18305947,275.4613
2024-10-22,16334.83758053,94.43273814,1900.40197344,276.511
2024-10-23,16418.58453012,95.49283178,1988.24663151,276.8554
2024-10-24,16493.56874059,94.79943111,1457.10784354,274.5526
2024-10-25,16545.57466397,96.0405829,1816.55745699,278.0763
2024-10-28,16708.67771206,98.35411559,1833.10850876,281.0481
2024-10-29,16770.55667639,98.93090858,2022.53112525,276.8713
2024-10-30,16883.21245367,95.58758116,1782.66411715,276.8318
2024-10-31,16990.29012878,98.5766052,2252.77383674,279.4505
2024-11-01,16913.17878669,97.41979665,2098.5151177,273.0487
2024-11-04,17067.20456348,98.71332762,1679.39247334,277.5737
2024-11-05,17294.09721305,100.46457576,2581.75789171,284.6643
2024-11-06,17521.57884387,102.44962779,2896.76219461,283.6417
2024-11-07,17764.60029445,105.29067093,2767.71069818,288.4151
2024-11-08,17944.39529012,103.53074261,3002.58722636,285.7369
2024-11-11,18310.6401722,107.95592168,2850.21927078,288.8555
2024-11-12,18352.05633047,109.96045471,2666.97298504,284.7336
2024-11-13,18428.23798972,109.20227295,2088.98048415,284.2909
2024-11-14,18355.55131197,106.21342712,1799.49860317,277.1731
2024-11-15,18261.93029342,100.91893299,1757.71958854,271.2682
2024-11-18,18228.11380614,99.86533617,1606.54773545,267.3523
2024-11-19,18257.69490967,100.67672123,1438.65053865,272.2777
2024-11-20,18310.9663191,106.80614932,1536.98825637,274.6975
2024-11-21,18342.92039654,108.51369079,1534.00787604,274.6536
2024-11-22,18220.1661772,104.71324197,1650.83966349,265.7756
2024-11-25,18267.28625256,105.45373607,1295.90568331,266.2927
2024-11-26,18213.69766392,107.24848278,1079.61973652,264.4542
2024-11-27,18245.86253084,108.28216697,1334.22115811,269.6107
2024-11-28,18282.89338423,110.29094452,1354.86165409,268.0056
2024-11-29,18338.13841701,105.55058157,1697.12082213,271.7255
2024-12-02,18452.47088076,108.16977885,1737.99534698,275.2408
2024-12-03,18484.2395578,110.9297741,1585.34806704,274.9348
2024-12-04,18475.76903808,111.03781095,1502.17794645,271.9618
2024-12-05,18547.70962461,109.8679906,1408.46823171,273.5811
2024-12-06,18532.58646411,109.79730792,1722.25647131,276.1719
2024-12-09,18567.08392249,109.71327657,1495.90661684,274.6198
2024-12-10,18704.43652041,105.9501516,2301.28332076,275.7173
2024-12-11,18758.33611599,104.71752658,1652.34366944,277.3799
2024-12-12,18826.38490225,105.18729296,1752.84264591,278.9308
2024-12-13,18739.94826865,106.99246739,1744.23756864,273.6154
2024-12-16,18742.9887592,105.76053695,1423.27798869,271.4061
2024-12-17,18683.90135651,103.37538233,1289.54220964,267.6044
2024-12-18,18697.03750754,105.34388556,1209.39487572,269.3832
2024-12-19,18704.70690596,105.38323154,1335.55572519,270.1054
2024-12-20,18750.58735614,104.16889073,1512.96428507,270.3503
2024-12-23,18690.23675789,104.79773319,1384.11952943,264.9335
2024-12-24,18703.74415769,105.73947507,1224.94764799,267.8391
2024-12-25,18693.51672287,105.38057061,1239.81478563,265.5483
2024-12-26,18705.18507326,104.29496478,1306.41451966,267.8722
2024-12-27,18664.32856948,104.03642042,1436.64286937,267.9086
2024-12-30,18696.76964158,104.89969622,1203.68289857,266.9712
2024-12-31,18541.13832246,104.40016382,1222.04315294,260.7487
2025-01-02,18471.11312818,100.01063235,1225.55898542,254.5472
2025-01-03,18293.6076426,95.68978767,990.12564918,249.0453
2025-01-06,18213.12209328,93.46856339,796.70512799,248.8502
2025-01-07,18215.67664804,96.47917817,927.72189821,253.2895
2025-01-08,18171.58683164,101.58737277,1062.74560924,252.7117
2025-01-09,18167.27132747,103.48669278,967.70359675,253.2801
2025-01-10,18078.65516242,101.34055553,966.68602716,248.9531
2025-01-13,18070.25741375,98.9528293,788.69743586,249.8057
2025-01-14,18185.36392266,99.3892168,1335.07681616,259.2918
2025-01-15,18202.94407996,100.67377738,1055.72839322,257.3373
2025-01-16,18214.67164856,101.52516056,1198.59736527,258.1854
2025-01-17,18147.6006517,100.69945289,1034.1654867,259.2454
2025-01-20,18156.71363694,101.14175566,1117.22490661,260.2431
2025-01-21,18169.89352879,102.87987676,1177.74717377,260.4877
2025-01-22,18151.59995338,102.65945726,1069.61958048,258.8574
2025-01-23,18099.60825885,100.54995794,1330.72201608,258.3056
2025-01-24,17987.77889538,95.37351006,1132.65689677,261.6789
2025-01-27,17645.17829814,94.19405238,954.44997762,258.8324
2025-02-05,17843.73687975,96.71687373,1312.03886852,260.9277
2025-02-06,17990.02996659,100.77885132,1599.10676111,265.9263
2025-02-07,18100.52579116,104.28403182,2064.83018995,268.8554
2025-02-10,18291.81322252,107.18595429,1750.34462341,271.368
2025-02-11,18353.30379653,109.12801296,1586.6769115,269.709
2025-02-12,18425.3531814,111.79580685,1726.41403221,272.6466
2025-02-13,18417.10991553,111.24380888,1803.25951117,270.4945
2025-02-14,18423.01410258,109.27489624,1711.37407916,271.6288
2025-02-17,18583.7130915,111.80749664,2015.4602719,272.7917
2025-02-18,18514.19773152,107.82118705,1716.52080948,267.7287
2025-02-19,18615.33053984,108.7595529,1760.72444196,271.9831
2025-02-20,18683.28707267,111.74846607,1739.72262983,271.9039
2025-02-21,18744.86980062,113.27003122,2366.8120477,275.2192
2025-02-24,18864.14701833,115.09008004,2177.76351843,274.8359
2025-02-25,18931.33213183,114.09741392,1945.67519036,272.4201
2025-02-26,19031.3678962,116.79596071,2035.44689899,275.3139
2025-02-27,19049.97692241,116.58730002,2022.09172948,274.0858
2025-02-28,18871.39059488,110.95206564,1695.95531284,266.0528
2025-03-03,18863.65608542,112.06634563,1471.33731646,266.4144
2025-03-04,18882.78950423,113.60530322,1341.56651444,268.5951
2025-03-05,18917.06399228,116.13156837,1395.66726244,269.835
2025-03-06,19087.98897789,118.70847259,2032.17348642,273.922
2025-03-07,18992.47180364,117.49021264,1779.80198384,272.5699
2025-03-10,19089.59076962,118.79931474,1473.84186195,272.3918
2025-03-11,19106.7225451,120.21535037,1469.11157873,273.0558
2025-03-12,19223.62821664,121.06988294,1720.49955614,272.9825
2025-03-13,19162.33236817,119.95831781,1507.39555524,270.2026
2025-03-14,19174.70041308,121.553558,1817.11969836,274.9871
2025-03-17,19296.10931442,121.53319046,1551.58994558,274.6924
2025-03-18,19378.53472273,119.37306529,1546.18602879,275.3571
2025-03-19,19381.21131691,118.33270048,1415.27520508,274.0024
2025-03-20,19402.33856917,116.19757014,1367.04354751,271.8463
2025-03-21,19261.17447498,112.84547201,1376.06328863,267.5429
2025-03-24,19204.31663362,112.60337672,1221.16381067,266.7097
2025-03-25,19177.22148574,113.5349386,1105.45498807,265.0489
2025-03-26,19183.83657348,113.09117534,1027.76093312,265.7943
2025-03-27,19150.72815726,113.70767118,1069.35850357,265.6279
2025-03-28,19112.96714246,111.36035655,998.34024265,263.4953
2025-03-31,19075.34839223,111.12618639,1061.68419761,261.7406
2025-04-01,19027.88247408,112.42294223,1007.01980783,262.6832
2025-04-02,19007.68132959,112.39285629,868.23067111,263.2008
2025-04-03,18919.47827243,111.52980259,1017.79500995,261.0205
2025-04-07,18439.84099092,100.85363921,1302.36608935,240.4697
2025-04-08,18053.66204744,105.14591622,1165.8037002,244.783
2025-04-09,17995.4504016,106.35391987,1435.8411018,250.5537
2025-04-10,18023.00059682,110.32914195,1471.49479724,254.8752
2025-04-11,17982.68548796,109.98631194,1247.74873904,256.8226
2025-04-14,18070.841268,113.89533036,1188.10538116,259.2651
2025-04-15,18075.74789972,114.25930547,905.39623403,258.4079
2025-04-16,18023.94867712,113.55633315,906.48468308,256.7636
2025-04-17,17989.8154036,112.64271247,868.60567609,257.0761
2025-04-18,17926.98728487,111.29166731,761.89749351,257.0223
2025-04-21,17984.25772024,113.18272894,970.49920314,259.604
2025-04-22,17977.45336697,114.37576995,953.9596083,259.1296
2025-04-23,17997.70829095,113.54900462,1137.34595881,260.5276
2025-04-24,17968.54841885,113.77381543,942.03118573,258.7807
2025-04-25,17914.52307958,111.60655119,993.13826218,259.7451
2025-04-28,17926.55722507,111.36286812,903.36168469,258.1923
2025-04-29,17913.04935982,109.49878715,873.87574756,259.2679
2025-04-30,17756.95810486,107.94912777,985.84187301,261.0296
2025-05-06,17900.65622274,112.73856957,1254.46925165,265.78
2025-05-07,17972.86030559,114.56038721,1369.38633068,266.4651
2025-05-08,17971.37656142,116.13634028,1163.60341652,267.9717
2025-05-09,17924.37652382,115.69907344,1019.13702265,265.5036
2025-05-12,17970.50857896,116.97075707,1238.56312965,269.3435
2025-05-13,17983.77036723,118.28003954,1174.83559514,268.5399
2025-05-14,17995.40178828,119.79660326,1253.45582153,269.658
2025-05-15,17967.28438089,117.68204277,1014.77583215,266.3142
2025-05-16,17948.450354,116.01712219,940.2736974,266.422
2025-05-19,17984.41563192,118.8121213,908.7403645,267.0573
2025-05-20,18006.95858048,121.00623464,1011.55634203,268.3782
2025-05-21,17989.45185416,122.2960069,987.96106162,267.4754
2025-05-22,17968.39932025,121.57060034,916.56432535,265.7392
2025-05-23,17893.10907817,120.12193811,966.07148284,263.6191
2025-05-26,17940.03392818,118.4240687,847.58743659,264.7351
2025-05-27,17984.04338507,118.16517625,867.08552362,264.1024
2025-05-28,17986.90909863,118.13300052,803.76848833,263.2041
2025-05-29,17975.62105784,117.93979826,1040.11337514,266.8429
2025-05-30,17892.13313003,117.14433732,916.31399795,264.2106
2025-06-03,17926.81966564,118.04697844,942.55475348,265.6547
2025-06-04,17949.20451681,119.81562852,985.86429475,267.484
2025-06-05,17995.19292151,121.57704691,1146.88254279,269.0042
2025-06-06,17964.02830667,121.91781637,969.91725891,268.5982
2025-06-09,18038.49527083,122.74066786,1187.30508927,270.8893
2025-06-10,18047.69728908,122.20640165,1267.49719965,269.1101
2025-06-11,18065.91506428,123.21640413,1130.94080867,270.2929
2025-06-12,18089.79094738,123.40393087,1132.00350501,270.771
2025-06-13,18044.46837522,122.75717269,1176.6219788,267.6576
2025-06-16,18100.37545026,122.82488438,1079.63157284,269.42
2025-06-17,18153.08003889,120.22261186,1122.16509323,268.9773
2025-06-18,18166.4661974,119.97116224,1045.12065131,269.0245
2025-06-19,18091.66667992,116.94394334,1085.55973844,265.7569
2025-06-20,18009.34111882,115.37524819,845.76561315,264.2827
2025-06-23,18051.57607555,117.33056564,972.29366097,266.3119
2025-06-24,18102.88120665,117.04751389,1347.46625753,270.3887
2025-06-25,18172.06196318,120.13252336,1599.34120054,274.151
2025-06-26,18265.34802469,119.4321219,1557.57243653,272.5861
2025-06-27,18274.40060393,119.77561001,1520.54355432,272.5684
2025-06-30,18381.27949525,123.08000343,1440.68756497,274.6263
2025-07-01,18418.95469527,126.66220708,1344.80482999,274.3562
2025-07-02,18429.80960966,126.1164052,1206.00532933,272.6882
2025-07-03,18463.81619055,127.47059415,1200.34599644,274.1985
2025-07-04,18400.40301087,128.83645694,1312.1599998,272.9862
2025-07-07,18463.98708308,129.78906945,1095.33794065,273.2692
2025-07-08,18518.85559708,130.41893886,1389.81712133,275.8485
2025-07-09,18557.2841944,130.64469596,1402.01694715,274.9307
2025-07-10,18604.94713535,132.11597997,1413.25730865,275.3943
2025-07-11,18625.75003617,132.12491602,1702.78435742,276.8269
2025-07-14,18723.11571404,130.70869943,1392.17855285,276.5626
2025-07-15,18772.50155815,131.36286829,1588.11819357,276.1297
2025-07-16,18840.70374223,130.96239532,1394.24276315,275.8685
2025-07-17,18911.41884063,132.48187441,1526.50365385,278.1548
2025-07-18,18891.5008822,131.72875368,1539.98236298,278.6789
2025-07-21,19045.47516665,133.57184768,1776.68357557,279.8598
2025-07-22,19195.93746212,136.63265922,2009.09064065,280.424
2025-07-23,19222.509105,135.38086851,1918.35788805,279.2358
2025-07-24,19283.46353749,136.26526706,1958.88537203,282.2724
2025-07-25,19338.16434423,135.92614865,1836.15342798,281.6981
2025-07-28,19530.76965894,139.35299592,1915.16124298,284.1447
2025-07-29,19683.98699864,142.24101083,1981.31065232,283.0326
2025-07-30,19705.66669044,141.56468836,1944.78886264,280.8016
2025-07-31,19709.97316791,137.93283112,2046.95068978,277.5833
2025-08-01,19662.64624571,135.86977736,1575.21764679,277.1961
2025-08-04,19775.9601457,137.12663083,1524.20860762,279.2501
2025-08-05,19863.02473422,139.52737315,1635.59624878,280.8825
2025-08-06,19953.23891658,140.84355718,1772.11869202,282.3569
2025-08-07,19989.07566646,142.14787394,1870.44540545,281.6692
2025-08-08,19953.47665829,141.60969744,1668.46100089,280.5556
2025-08-11,20121.87521751,140.02563698,1951.56801699,283.3339
2025-08-12,20203.51173481,141.72305504,1939.82211408,283.6984
2025-08-13,20320.4521848,141.93733059,2355.0206432,286.0237
2025-08-14,20410.39498494,141.54359104,2427.60347633,282.9531
2025-08-15,20487.62163467,140.47671571,2482.56318517,286.7961
2025-08-18,20880.80283807,142.07657747,3266.31052089,289.2504
2025-08-19,21174.79666493,141.88624177,2925.61758111,287.6233
2025-08-20,21329.39896722,146.03959862,2643.76238107,289.0991
2025-08-21,21319.23983622,148.46898338,2611.54651626,286.7998
2025-08-22,21400.95656693,149.46224176,2966.22697322,290.6859
2025-08-25,21729.3654329,153.37690126,3740.56436983,294.1693
2025-08-26,21921.24241148,154.56116874,3029.09495819,292.4836
2025-08-27,22123.15552411,151.35158737,3638.03618948,286.5097
2025-08-28,22284.01025535,154.78611818,3363.56324512,290.6911
2025-08-29,22454.28551384,158.81387164,3205.43740142,289.4359
2025-09-01,22808.1608096,161.6774829,3230.41211868,289.8874
2025-09-02,22723.54732623,160.90143543,3146.05233878,285.276
2025-09-03,22739.01751529,159.50718515,2602.89660563,281.527
2025-09-04,22641.97255372,153.27373594,2663.1213983,276.1688
2025-09-05,22712.92004357,157.52334054,2579.17732061,283.0574
2025-09-08,22975.26281057,160.22006842,2793.95168684,283.8505
2025-09-09,23034.76809785,162.2691507,2355.5125142,280.7656
2025-09-10,23092.49367573,163.16947858,2223.87052,281.2483
2025-09-11,23236.6053018,167.47351272,2937.27016521,287.2476
2025-09-12,23349.40166601,166.10814241,2968.87762314,285.9438
2025-09-15,23532.74758316,167.03295293,2654.38440087,285.3234
2025-09-16,23757.84088916,168.44159705,2850.96709027,286.4832
2025-09-17,23884.92868473,169.13597072,2837.18689308,287.0136
2025-09-18,23857.28153001,166.84741794,3726.74762349,283.8861
2025-09-19,23815.76763521,165.66974102,2585.62817539,282.4717
2025-09-22,24008.08152367,166.93550137,2564.39680167,283.265
2025-09-23,24000.03339293,167.50901846,2778.21517428,281.2908
2025-09-24,24140.83737812,169.74803489,2867.57602014,284.2521
2025-09-25,24273.69726118,169.47020383,2882.81282339,283.8125
2025-09-26,24080.13185024,164.06049778,2452.52296162,280.3407
2025-09-29,24123.90840135,163.08492869,2654.28143411,284.2062
2025-09-30,23783.43659032,157.72084773,2598.6003509,286.2435
2025-10-09,24292.1501376,163.35306548,3442.89297319,287.6765
2025-10-10,24256.46715521,161.21752806,2868.69981993,283.0425
2025-10-13,24278.86305841,164.50652288,2627.83493096,283.0519
2025-10-14,24302.19702577,166.75009398,2900.77020872,277.5006
2025-10-15,24325.32759828,168.66098603,2342.77816087,281.4791
2025-10-16,24401.22541227,170.61947174,2157.4496408,279.0078
2025-10-17,24128.18377759,165.53388079,1987.73320784,272.8294
2025-10-20,24132.13342086,167.71543024,1859.89147689,275.2441
2025-10-21,24272.65961326,169.89733649,2171.21172965,278.1961
2025-10-22,24355.25801195,168.67751629,1859.59088997,276.9163
2025-10-23,24339.02396839,171.24575714,1768.60724033,277.5022
2025-10-24,24397.64646962,173.75875937,2367.02321685,280.7334
2025-10-27,24642.62486891,177.28648713,2869.29338363,283.2893
2025-10-28,24769.63956171,177.7344373,2583.61732547,281.9493
2025-10-29,24885.46905174,180.74610465,2809.22927817,284.414
2025-10-30,24811.48967821,178.98539719,2821.15720642,281.4446
2025-10-31,24687.92065809,174.85828004,2542.86181246,280.3048
2025-11-03,24769.94657806,177.61894686,2296.71853642,280.8554
2025-11-04,24736.76682515,179.39146753,1978.35576174,278.0957
2025-11-05,24735.32975959,179.38950022,1999.97643965,278.8068
2025-11-06,24805.37437493,183.04774149,2337.10637356,281.619
2025-11-07,24755.14634982,181.69097243,2185.51422173,280.8339
2025-11-10,24831.41322363,182.65305953,2427.88006403,281.6006
2025-11-11,24871.48110444,181.38734006,2280.53242668,279.9393
2025-11-12,24840.68195485,181.17137105,2066.58966566,278.8966
2025-11-13,24881.3622404,183.83271849,2288.99264973,281.6039
2025-11-14,24746.7898559,180.0941533,1983.93515589,278.4199
2025-11-17,24822.98327692,180.19127787,1996.69746481,278.5324
2025-11-18,24848.78526513,178.13387544,1981.52951868,275.9782
2025-11-19,24803.00791083,176.1965094,1691.72763566,274.8618
2025-11-20,24743.60560853,173.21239123,1733.01169018,272.8036
2025-11-21,24451.50931891,162.55272899,1846.0869644,264.7195
2025-11-24,24422.70814192,163.64667769,1640.49597472,267.4485
2025-11-25,24462.59087982,167.48026353,1871.66830159,270.5628
2025-11-26,24522.35380596,170.94689894,1858.22414896,270.8853
2025-11-27,24549.84571917,170.338902,1778.35250374,270.7841
2025-11-28,24564.6790958,170.8166765,1571.2335603,272.7845
2025-12-01,24666.97530888,176.0674666,1915.10205872,274.8288
2025-12-02,24688.92648642,175.55306808,1554.56690331,272.9305
2025-12-03,24651.79071694,174.06667095,1608.77021688,271.0343
2025-12-04,24664.77944611,173.85152537,1539.34878184,270.9524
2025-12-05,24640.99171396,175.68930586,1787.58308942,273.9665
2025-12-08,24827.28739574,177.76316331,2280.18900606,276.8192
2025-12-09,24928.81337906,176.80307721,2024.06812366,275.0498
2025-12-10,24963.89775545,178.86715687,1804.31372604,275.5095
2025-12-11,24901.28879083,178.39855382,1857.31121227,272.4896
2025-12-12,24837.13103897,176.76298952,1948.30764789,274.4681
2025-12-15,24885.51166093,170.9970969,1771.55312389,272.575
2025-12-16,24880.91580938,167.2464332,1782.87725948,268.815
2025-12-17,24858.56678519,169.68618095,1843.68020306,273.2371
2025-12-18,24825.31539058,168.13087916,1712.24532002,271.9029
2025-12-19,24871.24398244,166.98486692,1769.80276104,273.4257
2025-12-22,24997.09945718,169.07529047,2024.02396623,275.9433
2025-12-23,25145.67132091,169.71822066,2169.53856509,275.2756
2025-12-24,25246.92764852,169.65206622,2069.10903691,277.8484
2025-12-25,25284.67346836,169.35683354,2198.2811127,278.9747
2025-12-26,25264.289838,168.72208692,2389.88321766,279.5726
2025-12-29,25348.07855626,168.95392653,2293.27393861,278.6342
2025-12-30,25385.18278729,167.62986576,2294.05144141,278.9376
2025-12-31,25241.46174935,165.30644059,2178.28272041,278.2625
2026-01-05,25434.31435157,172.3094113,2905.52359344,282.9068
2026-01-06,25623.05221743,175.95507004,3280.07757069,286.7897
2026-01-07,25872.00078356,175.35748739,3304.45478744,286.5198
2026-01-08,26031.42603088,174.58450258,3118.69123158,286.1418
2026-01-09,26099.20611284,176.69949959,3447.28327536,288.7679
2026-01-12,26559.70945537,180.78057542,4263.40169095,292.9143
2026-01-13,26653.70819198,176.05939401,4042.98805576,288.1974
2026-01-14,26806.04378106,175.95710428,4508.32249755,288.6913
2026-01-15,27012.15803422,175.11463503,3170.85754338,287.1876
2026-01-16,27144.05974227,170.9721536,3357.09853653,285.6004
2026-01-19,27059.0299323,172.46111011,2674.21320179,288.0308
2026-01-20,26919.88447209,173.49315772,2634.74125299,286.7316
2026-01-21,27036.89681396,174.6189198,2679.24022548,288.2154
2026-01-22,27075.07603262,173.8040127,2679.0288737,290.3272
2026-01-23,27061.03879348,173.44752681,3027.62692177,293.4033
